Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2008-03-03,0.4846794903278351,0.493162513879562,0.47825986800319636,0.48972342073019637,449028000
2008-03-04,0.47986483573913574,0.4823868560013361,0.46106458443133425,0.4814697279082415,778888000
2008-03-05,0.4853672981262207,0.4968308505973994,0.47940623990870185,0.48445017019850245,644656000
2008-03-06,0.4548742175102234,0.48261605452814904,0.45418639885171835,0.47940627056348106,1075284000
2008-03-07,0.44822534918785095,0.46587924226275873,0.4356154138495173,0.44662042994012074,767500000
2008-03-10,0.4225470721721649,0.44822545841836803,0.42185925337427155,0.44272293536649354,776100000
2008-03-11,0.4365326166152954,0.4408887567409282,0.41819090061816405,0.43561551578323926,857940000
2008-03-12,0.424610435962677,0.4445570413789939,0.42094208782533254,0.4406594385651079,743320000
2008-03-13,0.4516645073890686,0.4580841036992236,0.41543964054381766,0.41796160626230167,1220528000
2008-03-14,0.42002514004707336,0.45441583895674903,0.41681532763432366,0.4539573021352923,1154972000
2008-03-17,0.4094785451889038,0.423693374108989,0.39686860837329857,0.4016833120180073,800952000
2008-03-18,0.43492767214775085,0.4356154908996849,0.4071858586928185,0.41910795017835,1075256000
2008-03-19,0.40489307045936584,0.43080070474128906,0.40489307045936584,0.4248396738019294,880476000
2008-03-20,0.424610435962677,0.42552750933137906,0.40237111979333684,0.40970778873675767,633460000
2008-03-24,0.4592304527759552,0.46175241845912135,0.4324057124031522,0.4340106046253981,887440000
2008-03-25,0.46587935090065,0.4745916311448552,0.4569377612845266,0.4612939287379012,735388000
2008-03-26,0.45097675919532776,0.4628988802076695,0.44593279963771615,0.4596890952159009,721652000
2008-03-27,0.4445570707321167,0.456708443991722,0.4372203739730019,0.4440985340174895,601308000
2008-03-28,0.45120590925216675,0.46289874477347825,0.4479960978682442,0.4525815192756185,561788000
2008-03-31,0.4537279009819031,0.46450366378014873,0.44799612388975923,0.4560206118187606,569992000
2008-04-01,0.48146969079971313,0.48261607349645574,0.46060603954683194,0.4672549170653466,676872000
2008-04-02,0.466796338558197,0.482845313176458,0.46312799057008774,0.482845313176458,616536000
2008-04-03,0.4580840766429901,0.46358659915438155,0.44455706605068035,0.4628987804240489,841984000
2008-04-04,0.43057143688201904,0.4512058582123314,0.4294250816598497,0.4489131204367283,1535528000
2008-04-07,0.44088879227638245,0.44753767135241657,0.43744972537434645,0.4411180743356945,729496000
